session_id;session_title;first_speaker;track;session_type;experience_Level;session_abstract
1492323705463001YKFt;When Should You Look at GraphQL as an Alternative to REST APIs?;GraphQL is a query language for your data model and offers a runtime for fulfilling queries with existing data. It enables clients to ask for exactly what they need, nothing more or less, and serves requests with appropriate responses. GraphQL queries give you not just the properties of one data model but also smoothly follow references between them. Whereas typical REST APIs require loading from multiple URLs, GraphQL APIs get all the data your app needs in a single request. Apps using GraphQL can be quick even on slow mobile network connections. This session talks about GpaphQL in general and then closely analyzes popular  GraphQL tools and frameworks in Java.;Jobinesh Purushothaman;Emerging Languages;Conference Session;Intermediate;GraphQL is a query language for your data model and offers a runtime for fulfilling queries with existing data. It enables clients to ask for exactly what they need, nothing more or less, and serves requests with appropriate responses. GraphQL queries give you not just the properties of one data model but also smoothly follow references between them. Whereas typical REST APIs require loading from multiple URLs, GraphQL APIs get all the data your app needs in a single request. Apps using GraphQL can be quick even on slow mobile network connections. This session talks about GpaphQL in general and then closely analyzes popular  GraphQL tools and frameworks in Java.
1492138828285001T44F;A RESTful Java Framework for Asynchronous High-Speed Ingest;Thread contention and scheduling are a challenge when thousands of clients (10K and above) attempt to persist data or when tens of thousands of agents send events for high-speed ingest. The incoming payload consists of JSON documents over REST. This session presents a Java framework designed to address such use cases through an asynchronous/nonblocking approach using 10 to 20 threads that asynchronously connect to the database. The session describes the microservice architecture, the key concepts, and a working prototype.;Jean De Lavarene;Java, Cloud, and Server-Side Development;Conference Session;Advanced;Thread contention and scheduling are a challenge when thousands of clients (10K and above) attempt to persist data or when tens of thousands of agents send events for high-speed ingest. The incoming payload consists of JSON documents over REST. This session presents a Java framework designed to address such use cases through an asynchronous/nonblocking approach using 10 to 20 threads that asynchronously connect to the database. The session describes the microservice architecture, the key concepts, and a working prototype.
14924453188840013gnD;Collections.compare:JDK, Eclipse, Guava, Apache...;Collections are a staple in any programming language: the need to collect, sort, or iterate over values is needed by nearly all developers. The Java language introduced the Collections framework long ago. It has plenty to offer, but many find it lacking: the number of collection libraries as active open source projects demonstrates the need for something else. This session does a holistic comparison of the most-common collections (pun intended!) frameworks, what they have to offer, and what you should consider for your next project. It also shows common programmer use cases, how each library handles them, and the impact on memory, processing power, and ease of use/coding.Come and let us help you choose the right bag for your tricks!;Leonardo Lima;Core Java Platform;Conference Session;Introductory;Collections are a staple in any programming language: the need to collect, sort, or iterate over values is needed by nearly all developers. The Java language introduced the Collections framework long ago. It has plenty to offer, but many find it lacking: the number of collection libraries as active open source projects demonstrates the need for something else. This session does a holistic comparison of the most-common collections (pun intended!) frameworks, what they have to offer, and what you should consider for your next project. It also shows common programmer use cases, how each library handles them, and the impact on memory, processing power, and ease of use/coding.Come and let us help you choose the right bag for your tricks!
1492448839234001bvse;Data Science for the Busy Java Developer;Data everywhere, big and small, but we’re all busy grinding various kinds of beans to get the best out of our projects while the world moves toward more and more of a data-driven reality. “Data science” is a hot topic, and although you already know how to move data across the system, let’s take a moment to figure out how to make some sense out of it. This session is a journey through data science, specifically from the perspective of a developer living on the JVM. It explains the concepts and will make you feel at home enough to get started.;Andrzej Grzesik;Java Development Tools;Conference Session;Intermediate;Data everywhere, big and small, but we’re all busy grinding various kinds of beans to get the best out of our projects while the world moves toward more and more of a data-driven reality. “Data science” is a hot topic, and although you already know how to move data across the system, let’s take a moment to figure out how to make some sense out of it. This session is a journey through data science, specifically from the perspective of a developer living on the JVM. It explains the concepts and will make you feel at home enough to get started.
1491153702783001K2K8;MVC 1.0: The @Controller of the Community;The story of JSR 371 is a story of a community stepping up when given the opportunity. MVC 1.0 may not be targeted for the upcoming Java EE 8 release, but the specification is still going on as a standalone specification and will be delivered independently. This presentation tells this story, goes through the fundamentals of the specification, and explains the core concepts. Of course, there will be lots of code samples showing how to use the framework to build MVC 1.0 applications. There will even be a demo of tooling support available. After the session, you will have everything you need for getting started on using the technology to quickly build secure, flexible, localized MVC web applications.;Ivar Grimstad;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;The story of JSR 371 is a story of a community stepping up when given the opportunity. MVC 1.0 may not be targeted for the upcoming Java EE 8 release, but the specification is still going on as a standalone specification and will be delivered independently. This presentation tells this story, goes through the fundamentals of the specification, and explains the core concepts. Of course, there will be lots of code samples showing how to use the framework to build MVC 1.0 applications. There will even be a demo of tooling support available. After the session, you will have everything you need for getting started on using the technology to quickly build secure, flexible, localized MVC web applications.
1492367834262001dF6l;One Application to Rule Them All;There is one omnipresent technology in which to write UIs for all platforms—from desktop to mobile and PC to macOS and Linux—and that is HTML. But HTML is not a real programming language, it is intended as text-with-styling. Using it often frustrates this session’s speaker. Personally he prefers working in an environment that was made for building UIs from the start. Such as JavaFX. But does it really run on all platforms? And how much pain must one endure to get it to actually work? Hello World examples are always so simple. So he has tried to write a real-world—actually used—business application, using vanilla JavaFX and examining available libraries, in order to answer those questions. At the end of the session, you will know the answers.;Tom Eugelink;Java Clients and User Interfaces;Conference Session;Intermediate;There is one omnipresent technology in which to write UIs for all platforms—from desktop to mobile and PC to macOS and Linux—and that is HTML. But HTML is not a real programming language, it is intended as text-with-styling. Using it often frustrates this session’s speaker. Personally he prefers working in an environment that was made for building UIs from the start. Such as JavaFX. But does it really run on all platforms? And how much pain must one endure to get it to actually work? Hello World examples are always so simple. So he has tried to write a real-world—actually used—business application, using vanilla JavaFX and examining available libraries, in order to answer those questions. At the end of the session, you will know the answers.
1492527711126001YF06;Optimizing Java with Linux Perf;In this session, learn how to use Linux Perf, the Swiss Army knife of performance analysis, to gain insights and improve the performance of your Java applications. The presentation shows how to find hot methods and stacktraces with perf-map files and then dives deeper into the code with JIT dumps to analyze the generated assembly code. Finally it looks at using probes/eBPF to introspect the JVM and understand where and when I/O, contention, and other events occur.;Thorvald Natvig;Java Development Tools;Conference Session;Intermediate;In this session, learn how to use Linux Perf, the Swiss Army knife of performance analysis, to gain insights and improve the performance of your Java applications. The presentation shows how to find hot methods and stacktraces with perf-map files and then dives deeper into the code with JIT dumps to analyze the generated assembly code. Finally it looks at using probes/eBPF to introspect the JVM and understand where and when I/O, contention, and other events occur.
1491949911105001dLj1;Portable Database Access for JavaScript Applications, Using Java 8 Nashorn;Server-side JavaScript applications require database access, but the JavaScript/ECMAScript specification does not furnish a standard database access API, preventing the portability of JavaScript applications. Fortunately, Java 8 brings the Nashorn engine, making it possible to run JavaScript on the JVM, including use of the JDBC API. This session describes how to design portable JavaScript applications with JDBC for database access and how to design JavaScript stored procedures when the RDBMS embeds a JVM.;Kuassi Mensah;Java, Cloud, and Server-Side Development;Conference Session;Advanced;Server-side JavaScript applications require database access, but the JavaScript/ECMAScript specification does not furnish a standard database access API, preventing the portability of JavaScript applications. Fortunately, Java 8 brings the Nashorn engine, making it possible to run JavaScript on the JVM, including use of the JDBC API. This session describes how to design portable JavaScript applications with JDBC for database access and how to design JavaScript stored procedures when the RDBMS embeds a JVM.
1492564276546001FSxS;Portlet 3.0 Deep Dive;This presentation provides an in-depth look at the new Portlet 3.0 standard from the JCP. Developers will learn how to create a new portlet from a Maven archetype and start taking advantage of the new features in the Portlet API. They will also learn how to specify resource dependencies, use explicit render state, and use CDI to @Inject beans annotated with new portlet scopes. In addition, they will learn how to create a single-page application (SPA) via the portlet hub JavaScript API and XMLHttpRequest. Finally, they will learn how the Faces Bridge (JSR 378) makes it possible to deploy a JSF web application as a portlet with little to no modification.;Vernon Singleton;Java, Cloud, and Server-Side Development;Conference Session;Advanced;This presentation provides an in-depth look at the new Portlet 3.0 standard from the JCP. Developers will learn how to create a new portlet from a Maven archetype and start taking advantage of the new features in the Portlet API. They will also learn how to specify resource dependencies, use explicit render state, and use CDI to @Inject beans annotated with new portlet scopes. In addition, they will learn how to create a single-page application (SPA) via the portlet hub JavaScript API and XMLHttpRequest. Finally, they will learn how the Faces Bridge (JSR 378) makes it possible to deploy a JSF web application as a portlet with little to no modification.
1491553150494001Z3KJ;Scale Up with Lock-Free Algorithms;Modern back-end systems routinely pack dozens of CPU cores with dozens of gigabytes of memory. The JVM platform provides a unique opportunity to built vertically scalable systems that fully utilize this power by working with large datasets from multiple threads. This session shows how a well-defined Java memory model (JMM), combined with state-of-the-art garbage collection (GC) memory management makes it a prime choice for implementing scalable lock-free data structures and algorithms. You’ll see how you can design and implement your own lock-free algorithms in Java without having to complete a PhD.;Roman Elizarov;Core Java Platform;Conference Session;Advanced;Modern back-end systems routinely pack dozens of CPU cores with dozens of gigabytes of memory. The JVM platform provides a unique opportunity to built vertically scalable systems that fully utilize this power by working with large datasets from multiple threads. This session shows how a well-defined Java memory model (JMM), combined with state-of-the-art garbage collection (GC) memory management makes it a prime choice for implementing scalable lock-free data structures and algorithms. You’ll see how you can design and implement your own lock-free algorithms in Java without having to complete a PhD.
14923813470150013Qo8;Services, Assemble! Apply MVP Principles to Create Microservices Without Chaos;In this session, learn how to use proven patterns and open source software to rapidly build a robust portfolio of microservices that provide a solid foundation for your dynamic and growing microservice architecture. This session addresses vital points such as<br>Additional topics discussed include logging and tracing, testing approaches, and migration patterns. You’ll see a demonstration of how to develop and effectively manage microservices with OSS tools employed by Netflix to keep movies streaming globally 24/7.;Mark Heckler;Java, Cloud, and Server-Side Development;Conference Session;Introductory;In this session, learn how to use proven patterns and open source software to rapidly build a robust portfolio of microservices that provide a solid foundation for your dynamic and growing microservice architecture. This session addresses vital points such as<br>&bull, Configuration services<br>&bull, Microservice registration and discovery<br>&bull, Circuit breakers for graceful degradation<br>&bull, Load balancing and intelligent routing<br>&bull, Asynchronous messaging<br><br>Additional topics discussed include logging and tracing, testing approaches, and migration patterns. You’ll see a demonstration of how to develop and effectively manage microservices with OSS tools employed by Netflix to keep movies streaming globally 24/7.
1491951173811001gmVv;Turning Relational Database Tables into Spark Data Sources;This session presents a Spark data source for joining big data with master data in an RDBMS. It describes how such an implementation<br>&bull, Writes back the result set to the RDBMS table for use by traditional BI tools;Jean De Lavarene;Oracle Code: Containers, Microservices, DevOps, Databases, APIs, and more;Conference Session;Advanced;This session presents a Spark data source for joining big data with master data in an RDBMS. It describes how such an implementation<br>&bull, Allows parallel and direct access to the RDBMS database (with the option of controlling the number of concurrent connections)<br>&bull, Introspects the RDBMS table, generates partitions of Spark JDBCRDDs based on the split pattern, and rewrites Spark SQL queries into the RDBMS SQL dialect<br> &bull, Uses hooks in the JDBC driver for faster type conversions<br> &bull, Pushes down predicates to the RDBMS, prunes partitions based on the where clause, and projects columns to the RDBMS to reduce the amount of data returned and processed on Spark<br> &bull, Writes back the result set to the RDBMS table for use by traditional BI tools
1492194075829001Cmtj;Virtual Reality in Java: Is It Possible?;Virtual reality (VR) is one of the most discussed emerging technologies of the past years, especially in 2016, which marked the release of the first consumer VR headsets. The most popular platform for building VR applications is Unity3D, based on .NET. As Java enthusiasts, this session’s speakers went on a challenging adventure to discover the possibilities of coding VR applications in Java. In the session, they dive into the world of VR, giving the attendees a good understanding of how VR works and how they should code for it. Then they discuss whether Java is a feasible platform for VR development. Whatever the outcome, they aim to inspire the attendees to embark on a VR adventure for themselves and make awesome applications.;Alexander Chatzizacharias;Java and Devices;Conference Session;Introductory;Virtual reality (VR) is one of the most discussed emerging technologies of the past years, especially in 2016, which marked the release of the first consumer VR headsets. The most popular platform for building VR applications is Unity3D, based on .NET. As Java enthusiasts, this session’s speakers went on a challenging adventure to discover the possibilities of coding VR applications in Java. In the session, they dive into the world of VR, giving the attendees a good understanding of how VR works and how they should code for it. Then they discuss whether Java is a feasible platform for VR development. Whatever the outcome, they aim to inspire the attendees to embark on a VR adventure for themselves and make awesome applications.
1491327968991001WGOd;Building Real-time Data in Web Applications with Node.js;Real-time data is an increasingly popular topic these days. The basic idea is simple: when data in the database changes, any clients viewing the data should see the changes immediately, in real time. Gmail and Twitter are great examples of applications that make use of real-time data. Users don’t need to refresh the page to see new emails or tweets. Instead, new data is pushed to the clients when it becomes available. In this session, attendees will learn about some of the tools that make real-time applications easier than ever, including Node.js and Socket.IO. Of course, the data must be pushed from somewhere, so the presentation also explores how databases participate in this process.;Dan Mcghan;Oracle Code: Containers, Microservices, DevOps, Databases, APIs, and more;Conference Session;Introductory;Real-time data is an increasingly popular topic these days. The basic idea is simple: when data in the database changes, any clients viewing the data should see the changes immediately, in real time. Gmail and Twitter are great examples of applications that make use of real-time data. Users don’t need to refresh the page to see new emails or tweets. Instead, new data is pushed to the clients when it becomes available. In this session, attendees will learn about some of the tools that make real-time applications easier than ever, including Node.js and Socket.IO. Of course, the data must be pushed from somewhere, so the presentation also explores how databases participate in this process.
14922379128840013EgS;Choreographing Microservices Through Messaging;Orchestrating increasing numbers of microservices can be challenging. DreamWorks Animation created a real-time multiprotocol messaging system called Paperboy that is capable of routing and transmitting millions of messages per minute to assist the digital animation production process. Paperboy is built with JVM-powered technologies including Java-based microservices, Kafka, Akka, and Cassandra and is deployable via Docker and Kubernetes. This session covers the evolution of Paperboy from a monolithic POC to a fully choreographed, cloud-deployed microservices ecosystem. It includes a demonstration of what went well, what didn’t, and how Paperboy enabled the orchestration of other microservices-based solutions within the studio.;Doug Sherman;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;Orchestrating increasing numbers of microservices can be challenging. DreamWorks Animation created a real-time multiprotocol messaging system called Paperboy that is capable of routing and transmitting millions of messages per minute to assist the digital animation production process. Paperboy is built with JVM-powered technologies including Java-based microservices, Kafka, Akka, and Cassandra and is deployable via Docker and Kubernetes. This session covers the evolution of Paperboy from a monolithic POC to a fully choreographed, cloud-deployed microservices ecosystem. It includes a demonstration of what went well, what didn’t, and how Paperboy enabled the orchestration of other microservices-based solutions within the studio.
1492380093159001dhys;Clouds and Containers: Straight Up, What’s the Difference and Why Should I Care?;Numerous options for containerization, orchestration tools (Docker Swarm mode, Kubernetes, Mesos), and cloud services (Cloud Foundry, Amazon, Azure, GCP) vie for our attention and implementations every day. In many cases, these compete with or overlap with each other, and although it’s good to have so many good choices available, it can be a bit overwhelming. This session discusses several of these technologies, compares them, and deploys real applications to them <i>live</i> to demonstrate subtle differences and trade-offs each choice imposes on developers, for better or worse. Seeing is believing. Lively follow-on discussions are guaranteed!;Mark Heckler;Java, Cloud, and Server-Side Development;Conference Session;Introductory;Numerous options for containerization, orchestration tools (Docker Swarm mode, Kubernetes, Mesos), and cloud services (Cloud Foundry, Amazon, Azure, GCP) vie for our attention and implementations every day. In many cases, these compete with or overlap with each other, and although it’s good to have so many good choices available, it can be a bit overwhelming. This session discusses several of these technologies, compares them, and deploys real applications to them <i>live</i> to demonstrate subtle differences and trade-offs each choice imposes on developers, for better or worse. Seeing is believing. Lively follow-on discussions are guaranteed!
1491906267721001Mxye;Container: Check! But What About Persistent Data, Big Data, and Fast Data?!;Mesosphere used to migrate its applications to containers to isolate the applications and make them easily shippable. But now the company is struggling to run stateful applications to make them scalable and fault-tolerant. And it runs its big data and fast data frameworks in separate clusters, because it is not super easy to integrate them into the current container stack. This means that Mesophere’s cluster utilization is not optimal and scaling affects comprehensive containers and big data frameworks. This session looks at current container usage, shows the actual problematics, and discusses how DC/OS and Apache Mesos deliver “Container 2.0.”;Johannes Unterstein;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;Mesosphere used to migrate its applications to containers to isolate the applications and make them easily shippable. But now the company is struggling to run stateful applications to make them scalable and fault-tolerant. And it runs its big data and fast data frameworks in separate clusters, because it is not super easy to integrate them into the current container stack. This means that Mesophere’s cluster utilization is not optimal and scaling affects comprehensive containers and big data frameworks. This session looks at current container usage, shows the actual problematics, and discusses how DC/OS and Apache Mesos deliver “Container 2.0.”
1491405994585001pR0x;Coroutines on JVM with Kotlin;We live in an asynchronous era of concurrency. Modern front-end and mobile applications provide real-time feedback and communication, and server-side applications and services handle thousands of online users while integrating dozens of microservices. Kotlin is a modern and pragmatic JVM language developed by JetBrains, with a strong emphasis on Java interoperability. Kotlin introduced coroutines as a first-class language feature. This session presents a gentle introduction to the world of Kotlin coroutines, with live examples. You'll see how you can write scalable applications with Kotlin coroutines to handle lots of concurrent actions (connections, users, conversations, animations, and so on) at once.;Roman Elizarov;Emerging Languages;Conference Session;Introductory;We live in an asynchronous era of concurrency. Modern front-end and mobile applications provide real-time feedback and communication, and server-side applications and services handle thousands of online users while integrating dozens of microservices. Kotlin is a modern and pragmatic JVM language developed by JetBrains, with a strong emphasis on Java interoperability. Kotlin introduced coroutines as a first-class language feature. This session presents a gentle introduction to the world of Kotlin coroutines, with live examples. You'll see how you can write scalable applications with Kotlin coroutines to handle lots of concurrent actions (connections, users, conversations, animations, and so on) at once.
1492033448893001dyzY;Demystifying Microservices for Java EE Developers;This session presents an introduction to Java EE microservices for Java EE developers. It answers questions such as What are microservices? Can Java EE be used to develop microservices? Isn't Java EE too heavy for microservices? Can Java EE developers leverage their expertise when developing microservices? It covers various Java EE approaches for microservices development, such as the MicroProfile initiative and upcoming features in Java EE 8 and 9.;David Heffelfinger;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;This session presents an introduction to Java EE microservices for Java EE developers. It answers questions such as What are microservices? Can Java EE be used to develop microservices? Isn't Java EE too heavy for microservices? Can Java EE developers leverage their expertise when developing microservices? It covers various Java EE approaches for microservices development, such as the MicroProfile initiative and upcoming features in Java EE 8 and 9.
1492394106188001bcbW;End-to-End Kotlin in a Java Enterprise;Java has undoubtedly come a long way and has served businesses well. Part of what makes Java great is its outstanding backward compatibility. This, however, comes at a cost, a cost that partly necessitated the emergence of new languages targeting the same battle-tested JVM platform. This session’s speakers discuss their journey in a Java enterprise from standard Java to Kotlin—the motivations, the gains, and the gotchas. They address practical concerns such as build times, footprints, testing support, framework support, tooling support, and typical issues faced in 100% Kotlin as well as mixed-source projects. They approach this discussion from two production perspectives: a Java EE project (back end) and a native Android project (front end).;Sayo Oladeji;Emerging Languages;Conference Session;Introductory;Java has undoubtedly come a long way and has served businesses well. Part of what makes Java great is its outstanding backward compatibility. This, however, comes at a cost, a cost that partly necessitated the emergence of new languages targeting the same battle-tested JVM platform. This session’s speakers discuss their journey in a Java enterprise from standard Java to Kotlin—the motivations, the gains, and the gotchas. They address practical concerns such as build times, footprints, testing support, framework support, tooling support, and typical issues faced in 100% Kotlin as well as mixed-source projects. They approach this discussion from two production perspectives: a Java EE project (back end) and a native Android project (front end).
1492381871412001FnW4;Going Reactive with Spring 5 and Project Reactor;Spring 5 is here! One of the most exciting introductions in this release is support for reactive programming, building on Project Reactor to support message-driven, elastic, resilient, and responsive services. Spring 5 integrates an MVC-like component model adapted to support reactive processing and a new type of web endpoint: functional reactive endpoints. This session dives into the net-new Netty-based web runtime and shows how to integrate it with existing Spring-stack technologies and leverage powerful new testing mechanisms to make code better and life easier, and it ties it all together with a live coding demo. If there's more to your life than CRUD, you need to be there.;Mark Heckler;Java, Cloud, and Server-Side Development;Conference Session;Introductory;Spring 5 is here! One of the most exciting introductions in this release is support for reactive programming, building on Project Reactor to support message-driven, elastic, resilient, and responsive services. Spring 5 integrates an MVC-like component model adapted to support reactive processing and a new type of web endpoint: functional reactive endpoints. This session dives into the net-new Netty-based web runtime and shows how to integrate it with existing Spring-stack technologies and leverage powerful new testing mechanisms to make code better and life easier, and it ties it all together with a live coding demo. If there's more to your life than CRUD, you need to be there.
1492158524778001CuIB;Java EE Postmodernism;Postmodernism articulates that the world is in a state of perpetual incompleteness and permanent unresolve. Enterprise Java specs move slowly, and many alternatives exist around our ecosystem. Java EE developers have over the years been mocked by many: Spring, Ruby, Scala, Node, and lately microservices. We’ve seen ’em come, and no doubt we’ll see ’em go. Still, enterprise Java is going strong in many places. This session takes a look at how different stacks and solutions affect the life of enterprise Java development today, whether they are perceived as good or bad, and how enterprise Java development is evolving and adjusting to the new normal in a postmodern world. ;Bert Ertman;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;Postmodernism articulates that the world is in a state of perpetual incompleteness and permanent unresolve. Enterprise Java specs move slowly, and many alternatives exist around our ecosystem. Java EE developers have over the years been mocked by many: Spring, Ruby, Scala, Node, and lately microservices. We’ve seen ’em come, and no doubt we’ll see ’em go. Still, enterprise Java is going strong in many places. This session takes a look at how different stacks and solutions affect the life of enterprise Java development today, whether they are perceived as good or bad, and how enterprise Java development is evolving and adjusting to the new normal in a postmodern world. 
1492452130956001YXlR;JDK9 Through the Command Line;JDK9 will introduce several changes to the /bin directory, some tools will go away, and some new ones will arrive. This session starts enumerating these changes and explaining what the current best alternative is, what migration strategy one might take and, most importantly, what the long-awaited benefits of moving toward the latest JDK are in terms of monitoring and insight.;Andrzej Grzesik;Java Development Tools;Conference Session;Introductory;JDK9 will introduce several changes to the /bin directory, some tools will go away, and some new ones will arrive. This session starts enumerating these changes and explaining what the current best alternative is, what migration strategy one might take and, most importantly, what the long-awaited benefits of moving toward the latest JDK are in terms of monitoring and insight.
1492114251697001CJ3b;Managing Consistency, State, and Identity in Distributed Microservices;Building distributed Java applications is markedly different from traditional monlithic design. In this new modular landscape, we face many challenges: parallelism, asynchronous boundaries, state management, identity management, and consistency deficiencies, to name a few. Of all these problems, consistency, state management, and identity management can be particularly challenging. This session discusses the ins and outs of dealing with modular JVM-based application consistency, distributed state, and identity coherence with techniques such as idempotency, eventual and casual consistency, the CAP theorem, single source of truth, and distributed domain design.;Duncan DeVore;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;Building distributed Java applications is markedly different from traditional monlithic design. In this new modular landscape, we face many challenges: parallelism, asynchronous boundaries, state management, identity management, and consistency deficiencies, to name a few. Of all these problems, consistency, state management, and identity management can be particularly challenging. This session discusses the ins and outs of dealing with modular JVM-based application consistency, distributed state, and identity coherence with techniques such as idempotency, eventual and casual consistency, the CAP theorem, single source of truth, and distributed domain design.
1491918105735001tMSd;Modules or Microservices?;Microservices promise a scalable architecture and increased flexibility. Then you find out that running a microservices-based architecture is not that straightforward after all. The popular debate is often framed in a false dichotomy between the messy monolith and the lean microservices architecture. In this session, you’ll see there’s a third way: the modularized application. The presentation explores what the right (and wrong) reasons are for going with a microservices architecture and also what the alternative of a modularized app (for example, with Java 9) entails. Splitting an existing app into microservices isn't always the clear winner. There’s a place for both microservices and larger applications with a strong internal modular structure. Choose wisely!;Sander Mak;Java, Cloud, and Server-Side Development;Conference Session;Intermediate;Microservices promise a scalable architecture and increased flexibility. Then you find out that running a microservices-based architecture is not that straightforward after all. The popular debate is often framed in a false dichotomy between the messy monolith and the lean microservices architecture. In this session, you’ll see there’s a third way: the modularized application. The presentation explores what the right (and wrong) reasons are for going with a microservices architecture and also what the alternative of a modularized app (for example, with Java 9) entails. Splitting an existing app into microservices isn't always the clear winner. There’s a place for both microservices and larger applications with a strong internal modular structure. Choose wisely!
14924905343680013Xgr;Panel: Accelerating the Adoption of Java EE 8 with MicroProfile;This session is a panel discussion in which Java EE and MicroProfile community members discuss how they think Eclipse MicroProfile can accelerate the adoption of Java EE 8. Java EE as an industry standard provides a stable, mature foundation for server-side Java development. MicroProfile is leveraging Java EE technologies as it innovates with specifications and frameworks that implement microservices programming patterns. The goal of MicroProfile is to rapidly iterate these frameworks in open source, put them into developers’ hands today for use with their Java EE applications, and accelerate the path toward standardization. Discussions also include recent MicroProfile advancements and a roadmap.;Kevin Sutter;Java, Cloud, and Server-Side Development;Conference Session;Advanced;This session is a panel discussion in which Java EE and MicroProfile community members discuss how they think Eclipse MicroProfile can accelerate the adoption of Java EE 8. Java EE as an industry standard provides a stable, mature foundation for server-side Java development. MicroProfile is leveraging Java EE technologies as it innovates with specifications and frameworks that implement microservices programming patterns. The goal of MicroProfile is to rapidly iterate these frameworks in open source, put them into developers’ hands today for use with their Java EE applications, and accelerate the path toward standardization. Discussions also include recent MicroProfile advancements and a roadmap.
1494302754146001OwtG;Delivering Better Code Faster with Spock;The Spock framework is the logical choice for testing your Java code, whether it's unit test, integration test, or user acceptance tests. It provides the structure needed to make tests easier to create, maintain, and understand, which means that more tests will be written and maintained. Moreover, Spock supports behavior-driven development (big brother to TDD), and the living documentation it creates makes it easier for new developers to get up to speed on existing projects. Learn more in this session.;Burk Hufnagel;Java Development Tools;Conference Session;Intermediate;The Spock framework is the logical choice for testing your Java code, whether it's unit test, integration test, or user acceptance tests. It provides the structure needed to make tests easier to create, maintain, and understand, which means that more tests will be written and maintained. Moreover, Spock supports behavior-driven development (big brother to TDD), and the living documentation it creates makes it easier for new developers to get up to speed on existing projects. Learn more in this session.
14941324336960015ykO;Emerging Languages Bowl 2017: The Growth Spurt Continues;The panelists in this session continue the quest for a winner of the emerging languages bowl, which has replaced the former script bowl. Some JVM-based languages from previous years—Frege, Golo, Kotlin, Mirah, and Red Line—and new languages such as eta and Lux go through the following two rounds of heavy combat.<br>The audience will pick the winner and will leave the fun-filled and unique panel session with an idea of which language might be the most relevant to their needs.;Dierk Koenig;Emerging Languages;Conference Session;Intermediate;The panelists in this session continue the quest for a winner of the emerging languages bowl, which has replaced the former script bowl. Some JVM-based languages from previous years—Frege, Golo, Kotlin, Mirah, and Red Line—and new languages such as eta and Lux go through the following two rounds of heavy combat.<br>• A common task round<br>• A community round<br>The audience will pick the winner and will leave the fun-filled and unique panel session with an idea of which language might be the most relevant to their needs.
1494113684659001U6t3;Immutable Collections;This session discusses immutable collections, specifically those called persistent collections, commonly used in JVM languages such as Scala and Clojure and more recently introduced in the Java functional library vavr. The presentation explains the fundamental structure of persistent collections, analyzes their pros and cons, and assesses their performance. It also evaluates persistent collections to see how they might integrate with existing APIs in the Java platform. At the end of the session, you should have a good idea of how persistent collections work and whether they are a good solution for your needs.;Paul Sandoz;Core Java Platform;Conference Session;Intermediate;This session discusses immutable collections, specifically those called persistent collections, commonly used in JVM languages such as Scala and Clojure and more recently introduced in the Java functional library vavr. The presentation explains the fundamental structure of persistent collections, analyzes their pros and cons, and assesses their performance. It also evaluates persistent collections to see how they might integrate with existing APIs in the Java platform. At the end of the session, you should have a good idea of how persistent collections work and whether they are a good solution for your needs.
14940673784130015zSD;Java Versus JavaScript for the Enterprise?;JavaScript is the native language of the browser, and the browser is everywhere. How do we deal with this brave new world? This session explains how the challenges of the enterprise are being solved via a range of Java technologies and introduces a range of free and open source JavaScript-related technologies and tools used throughout Oracle for handling enterprise-level requirements.;Geertjan Wielenga;Java Development Tools;Conference Session;Introductory;JavaScript is the native language of the browser, and the browser is everywhere. How do we deal with this brave new world? This session explains how the challenges of the enterprise are being solved via a range of Java technologies and introduces a range of free and open source JavaScript-related technologies and tools used throughout Oracle for handling enterprise-level requirements.
14941423733230015vtf;Makers of the Oracle CodeLounge;The Oracle Code Lounge is full of technology demos, ranging from CNC routers to 3D printers to robots and machine learning. All of these projects are community-driven, written with open source technologies, and powered by Oracle Cloud. In this session, find out from the makers who built these demos how they demo were made and what interesting technology challenges were overcome.;Stephen Chin;Oracle Code: Containers, Microservices, DevOps, Databases, APIs, and more;Conference Session;Intermediate;The Oracle Code Lounge is full of technology demos, ranging from CNC routers to 3D printers to robots and machine learning. All of these projects are community-driven, written with open source technologies, and powered by Oracle Cloud. In this session, find out from the makers who built these demos how they demo were made and what interesting technology challenges were overcome.
14942518320930015Ry8;Meet Apache NetBeans;Over the past several months, NetBeans has been moving to Apache. The cutting-edge development tool for Java, JavaScript, and much more is an Apache project! In this panel session, find out about the latest developments from NetBeans community leaders and learn how to get involved yourself.;Georgia Ingham;Developer Community Day: NetBeans;Conference Session;Introductory;Over the past several months, NetBeans has been moving to Apache. The cutting-edge development tool for Java, JavaScript, and much more is an Apache project! In this panel session, find out about the latest developments from NetBeans community leaders and learn how to get involved yourself.
